sequence,source_frame,gt_displacement_px,gt_displacement_norm,gt_linear_scale_ratio,gt_scale_change_factor,gt_width_ratio,gt_height_ratio
ball06_indoor_2,24,13.536986370680884,0.5535685387468303,1.0215078369104984,1.0215078369104984,1.0,1.0434782608695652
ball06_indoor_2,25,19.525624189766635,0.7816505383498203,0.9805806756909202,1.0198039027185568,0.9615384615384616,1.0
ball06_indoor_2,26,20.223748416156685,0.8256310717667223,1.0,1.0,1.0,1.0
ball06_indoor_2,27,19.0,0.7756717518813397,1.0,1.0,1.0,1.0
ball06_indoor_2,28,20.0,0.816496580927726,1.0,1.0,1.0,1.0
ball06_indoor_2,29,13.601470508735444,0.5552777082985895,1.0,1.0,1.0,1.0
ball06_indoor_2,30,13.601470508735444,0.5552777082985895,1.0,1.0,1.0,1.0
ball06_indoor_2,31,6.726812023536855,0.27462095088806804,0.9354143466934853,1.0690449676496976,1.0,0.875
ball06_indoor_2,32,5.0990195135927845,0.22253945610567472,0.9511897312113419,1.0513149660756935,1.0,0.9047619047619048
ball06_indoor_2,33,13.152946437965905,0.6034985719252278,1.0513149660756937,1.0513149660756937,1.0,1.105263157894737
ball06_indoor_2,34,11.76860229593982,0.5136239128092888,1.090216230190795,1.090216230190795,1.04,1.1428571428571428
ball06_indoor_2,35,29.120439557122072,1.1657505560686467,1.0,1.0,1.0,1.0
ball06_indoor_2,36,33.59315406448165,1.3448024352088264,1.0400628679223045,1.0400628679223045,1.0384615384615385,1.0416666666666667
ball06_indoor_2,37,32.16364407215078,1.2379792375450376,0.9614803401237304,1.0400628679223047,0.9629629629629629,0.96
ball06_indoor_2,38,27.65863337187866,1.1072314746526755,1.0,1.0,1.0,1.0
ball06_indoor_2,39,26.92582403567252,1.0778956231282202,1.0,1.0,1.0,1.0
ball06_indoor_2,40,22.80350850198276,0.9128709291752768,1.0,1.0,1.0,1.0
ball06_indoor_2,41,23.08679276123039,0.9242113755341181,1.0,1.0,1.0,1.0
ball06_indoor_2,42,16.76305461424021,0.671059246878033,1.0,1.0,1.0,1.0
ball06_indoor_2,43,10.770329614269007,0.4311582492512881,1.0,1.0,1.0,1.0
ball06_indoor_2,44,10.295630140987,0.41215506168406435,1.0,1.0,1.0,1.0
ball06_indoor_2,45,5.0,0.20016019225635892,1.0,1.0,1.0,1.0
ball06_indoor_2,46,5.0,0.20016019225635892,1.0,1.0,1.0,1.0
ball06_indoor_2,47,5.0,0.20016019225635892,1.0,1.0,1.0,1.0
ball06_indoor_2,48,5.0,0.20016019225635892,1.0,1.0,1.0,1.0
ball06_indoor_2,49,11.704699910719626,0.4685629968865255,1.0,1.0,1.0,1.0
ball06_indoor_2,50,13.0,0.5204164998665332,1.0,1.0,1.0,1.0
ball06_indoor_2,51,22.20360331117452,0.8888555015097238,1.0,1.0,1.0,1.0
ball06_indoor_2,52,22.20360331117452,0.8888555015097238,1.0,1.0,1.0,1.0
ball06_indoor_2,53,30.265491900843113,1.2115893355212062,1.0,1.0,1.0,1.0
ball06_indoor_2,54,7.211102550927978,0.28867513459481287,1.0,1.0,1.0,1.0
ball06_indoor_2,55,15.231546211727817,0.609749843620211,1.0,1.0,1.0,1.0
ball06_indoor_2,56,15.652475842498529,0.6266005147845037,1.0,1.0,1.0,1.0
ball06_indoor_2,57,21.37755832643195,0.855787236918029,1.0,1.0,1.0,1.0
ball06_indoor_2,58,21.37755832643195,0.855787236918029,1.0,1.0,1.0,1.0
ball06_indoor_2,59,24.020824298928627,0.9616025619659544,1.0,1.0,1.0,1.0
ball06_indoor_2,60,24.08318915758459,0.9640991543856781,1.0,1.0,1.0,1.0
ball06_indoor_2,61,14.866068747318506,0.5951190357119042,1.0,1.0,1.0,1.0
ball06_indoor_2,62,39.11521443121589,1.5658617681401754,0.7205766921228921,1.387777332977422,0.6923076923076923,0.75
ball06_indoor_2,63,7.648529270389178,0.42491829279939874,1.272937693043289,1.272937693043289,1.3888888888888888,1.1666666666666667
ball06_indoor_2,64,3.5355339059327378,0.15430334996209194,0.9561828874675149,1.0458250331675945,0.96,0.9523809523809523
ball06_indoor_2,65,5.385164807134504,0.24579802006254375,1.0,1.0,1.0,1.0
ball06_indoor_2,66,12.379418403139947,0.5650405590161943,1.070436048222094,1.070436048222094,1.0416666666666667,1.1
ball06_indoor_2,67,18.7949461292125,0.8014191957226425,1.1078234188139946,1.1078234188139946,1.08,1.1363636363636365
ball06_indoor_2,68,28.460498941515414,1.0954451150103321,1.0,1.0,1.0,1.0
ball06_indoor_2,69,32.31098884280702,1.2436505404118419,1.0,1.0,1.0,1.0
ball06_indoor_2,70,39.04484601070928,1.5028368236500325,1.0385174618264819,1.0385174618264819,1.037037037037037,1.04
ball06_indoor_2,71,37.33630940518894,1.3837756916621875,1.0741723110591492,1.0741723110591492,1.0714285714285714,1.0769230769230769
ball06_indoor_2,72,32.16364407215078,1.1097511518568564,0.9654754565201837,1.035759110443109,0.9666666666666667,0.9642857142857143
ball06_indoor_2,73,30.4138126514911,1.086900992529064,1.0,1.0,1.0,1.0
ball06_indoor_2,74,23.769728648009426,0.8494608011074646,1.0,1.0,1.0,1.0
ball06_indoor_2,75,22.80350850198276,0.8149309101085314,1.0,1.0,1.0,1.0
ball06_indoor_2,76,20.248456731316587,0.7236208090921745,1.0,1.0,1.0,1.0
ball06_indoor_2,77,19.313207915827967,0.6901977431495896,1.0,1.0,1.0,1.0
ball06_indoor_2,78,12.206555615733702,0.436226709427426,0.9284766908852593,1.0770329614269007,0.9310344827586207,0.9259259259259259
ball06_indoor_2,79,10.977249200050075,0.4225145187073676,0.9614803401237304,1.0400628679223047,0.9629629629629629,0.96
ball06_indoor_2,80,8.94427190999916,0.35805743701971643,1.0,1.0,1.0,1.0
ball06_indoor_2,81,8.54400374531753,0.3420338864603615,1.0,1.0,1.0,1.0
ball06_indoor_2,82,6.0,0.24019223070763068,1.0,1.0,1.0,1.0
ball06_indoor_2,83,11.180339887498949,0.44757179627464555,1.0,1.0,1.0,1.0
ball06_indoor_2,84,16.278820596099706,0.6516743720444185,1.0,1.0,1.0,1.0
ball06_indoor_2,85,13.892443989449804,0.5561428519677941,1.0,1.0,1.0,1.0
ball06_indoor_2,86,21.095023109728988,0.8444767762591378,1.0,1.0,1.0,1.0
ball06_indoor_2,87,17.88854381999832,0.7161148740394329,1.0,1.0,1.0,1.0
ball06_indoor_2,88,31.304951684997057,1.2532010295690075,1.0,1.0,1.0,1.0
ball06_indoor_2,89,14.035668847618199,0.5618764349971692,1.0,1.0,1.0,1.0
ball06_indoor_2,90,13.038404810405298,0.5219539227133919,1.0,1.0,1.0,1.0
ball06_indoor_2,91,1.0,0.04003203845127178,1.0,1.0,1.0,1.0
ball06_indoor_2,92,11.661903789690601,0.46684978092392626,1.0,1.0,1.0,1.0
ball06_indoor_2,93,1.0,0.04003203845127178,1.0,1.0,1.0,1.0
ball06_indoor_2,94,13.45362404707371,0.5385759951614094,1.0,1.0,1.0,1.0
ball06_indoor_2,95,5.385164807134504,0.21557912462564405,1.0,1.0,1.0,1.0
ball06_indoor_2,96,14.0,0.560448538317805,1.0,1.0,1.0,1.0
ball06_indoor_2,97,15.033296378372908,0.6018134986683891,1.0,1.0,1.0,1.0
ball06_indoor_2,98,25.811818998280614,1.033299730636437,1.0206207261596576,1.0206207261596576,1.0,1.0416666666666667
ball06_indoor_2,99,25.894014752448104,1.0156468192922488,1.0392304845413265,1.0392304845413265,1.0384615384615385,1.04
ball06_indoor_2,100,38.34709897762802,1.447317983281264,0.9622504486493763,1.0392304845413265,0.9629629629629629,0.9615384615384616
ball06_indoor_2,101,46.87216658103186,1.8384776310850237,1.0,1.0,1.0,1.0
ball06_indoor_2,102,30.01666203960727,1.1773503497913635,1.0,1.0,1.0,1.0
ball06_indoor_2,103,30.59411708155671,1.2,1.0,1.0,1.0,1.0
ball06_indoor_2,104,31.12073263919087,1.2206555615733703,1.0392304845413265,1.0392304845413265,1.0384615384615385,1.04
ball06_indoor_2,105,28.600699292150182,1.0794638322992416,1.075497632119735,1.075497632119735,1.0740740740740742,1.0769230769230769
ball06_indoor_2,106,31.567388235329194,1.1077981534415342,0.9649012813540153,1.0363754503432017,0.9655172413793104,0.9642857142857143
ball06_indoor_2,107,30.870698080866262,1.1227564342198224,1.0,1.0,1.0,1.0
ball06_indoor_2,108,37.12142238654117,1.3500930792916919,1.0,1.0,1.0,1.0
ball06_indoor_2,109,37.21558813185679,1.353517854337571,1.0,1.0,1.0,1.0
ball06_indoor_2,110,30.14962686336267,1.096531327587567,1.0,1.0,1.0,1.0
ball06_indoor_2,111,29.274562336608895,1.0647055384461395,1.0,1.0,1.0,1.0
ball06_indoor_2,112,18.0,0.6546536707079771,1.0,1.0,1.0,1.0
ball06_indoor_2,113,17.029386365926403,0.6193527941310055,1.0,1.0,1.0,1.0
ball06_indoor_2,114,13.729530217745982,0.4993381863413055,0.9636241116594315,1.0377490433255416,0.9642857142857143,0.9629629629629629
ball06_indoor_2,115,6.670832032063167,0.25177433028470836,0.9622504486493763,1.0392304845413265,0.9629629629629629,0.9615384615384616
ball06_indoor_2,116,6.082762530298219,0.23858557568108957,1.0,1.0,1.0,1.0
ball06_indoor_2,117,1.0,0.03922322702763681,1.0,1.0,1.0,1.0
ball06_indoor_2,118,3.0413812651491097,0.11929278784054478,0.9405399431259602,1.06321906614239,0.9615384615384616,0.92
ball06_indoor_2,119,3.5355339059327378,0.14744195615489714,0.9582592914056286,1.0435588874209023,0.96,0.9565217391304348
ball06_indoor_2,120,12.0,0.5222329678670935,1.0,1.0,1.0,1.0
ball06_indoor_2,121,13.0,0.565752381856018,1.0,1.0,1.0,1.0
ball06_indoor_2,122,13.038404810405298,0.5674237366992123,1.0,1.0,1.0,1.0
ball06_indoor_2,123,24.0,1.044465935734187,1.0,1.0,1.0,1.0
ball06_indoor_2,124,24.020824298928627,1.0453721970202912,1.0,1.0,1.0,1.0
ball06_indoor_2,125,31.016124838541646,1.3498035771806567,1.0,1.0,1.0,1.0
ball06_indoor_2,126,32.0,1.3926212476455828,1.0,1.0,1.0,1.0
ball06_indoor_2,127,20.223748416156685,0.8801256797305781,1.0,1.0,1.0,1.0
ball06_indoor_2,128,21.37755832643195,0.9303388108803711,1.0,1.0,1.0,1.0
ball06_indoor_2,129,11.661903789690601,0.5075192189225524,1.0,1.0,1.0,1.0
ball06_indoor_2,130,12.206555615733702,0.5312221472199457,1.0,1.0,1.0,1.0
ball06_indoor_2,131,9.055385138137417,0.39408505465575616,1.0,1.0,1.0,1.0
ball06_indoor_2,132,9.219544457292887,0.40122917202622305,1.0,1.0,1.0,1.0
ball06_indoor_2,133,9.433981132056603,0.4105613304496735,1.0,1.0,1.0,1.0
ball06_indoor_2,134,8.06225774829855,0.3508647326336185,1.0,1.0,1.0,1.0
ball06_indoor_2,135,7.810249675906654,0.33989748900264477,1.0,1.0,1.0,1.0
ball06_indoor_2,136,7.211102550927978,0.3138229572304239,1.0,1.0,1.0,1.0
ball06_indoor_2,137,7.211102550927978,0.3138229572304239,1.0,1.0,1.0,1.0
ball06_indoor_2,138,5.0,0.2175970699446223,1.0,1.0,1.0,1.0
ball06_indoor_2,139,4.47213595499958,0.19462473604038075,1.0,1.0,1.0,1.0
ball06_indoor_2,140,6.4031242374328485,0.27866021451135636,1.0,1.0,1.0,1.0
ball06_indoor_2,141,5.656854249492381,0.24618298195866548,1.0,1.0,1.0,1.0
ball06_indoor_2,142,1.5811388300841898,0.06881023532039754,1.0435588874209023,1.0435588874209023,1.0416666666666667,1.0454545454545454
ball06_indoor_2,143,3.1622776601683795,0.13187609467915742,1.0,1.0,1.0,1.0
ball06_indoor_2,144,3.1622776601683795,0.13187609467915742,1.0,1.0,1.0,1.0
ball06_indoor_2,145,3.0,0.12510864843424485,1.0,1.0,1.0,1.0
ball06_indoor_2,146,3.0,0.12510864843424485,1.0,1.0,1.0,1.0
ball06_indoor_2,147,3.1622776601683795,0.13187609467915742,1.0,1.0,1.0,1.0
ball06_indoor_2,148,1.8027756377319946,0.07518094115561123,0.9797958971132712,1.0206207261596576,0.96,1.0
ball06_indoor_2,149,2.8284271247461903,0.12038585308576921,1.0,1.0,1.0,1.0
ball06_indoor_2,150,2.23606797749979,0.09517337345336013,1.0,1.0,1.0,1.0
ball06_indoor_2,151,3.2015621187164243,0.1362675331093586,1.0215078369104984,1.0215078369104984,1.0,1.0434782608695652
ball06_indoor_2,152,2.692582403567252,0.11219093348196883,0.9789450103725609,1.0215078369104984,1.0,0.9583333333333334
ball06_indoor_2,153,3.605551275463989,0.15346245351121282,1.0,1.0,1.0,1.0
ball06_indoor_2,154,3.1622776601683795,0.1345954755145414,1.0,1.0,1.0,1.0
ball06_indoor_2,155,1.0,0.04256282653793743,1.0,1.0,1.0,1.0
ball06_indoor_2,156,2.23606797749979,0.09517337345336013,1.0,1.0,1.0,1.0
ball06_indoor_2,157,2.23606797749979,0.09517337345336013,1.0,1.0,1.0,1.0
ball06_indoor_2,158,1.0,0.04256282653793743,1.0,1.0,1.0,1.0
ball06_indoor_2,159,1.0,0.04256282653793743,1.0,1.0,1.0,1.0
ball06_indoor_2,160,1.0,0.04256282653793743,1.0,1.0,1.0,1.0
ball06_indoor_2,161,2.23606797749979,0.09517337345336013,1.0,1.0,1.0,1.0
ball06_indoor_2,162,2.23606797749979,0.09517337345336013,1.0,1.0,1.0,1.0
ball06_indoor_2,163,1.0,0.04256282653793743,1.0,1.0,1.0,1.0
ball06_indoor_2,164,2.8284271247461903,0.12038585308576921,1.0,1.0,1.0,1.0
ball06_indoor_2,165,1.4142135623730951,0.060192926542884606,1.0,1.0,1.0,1.0
ball06_indoor_2,166,2.8284271247461903,0.12038585308576921,1.0,1.0,1.0,1.0
ball06_indoor_2,167,3.605551275463989,0.15346245351121282,1.0,1.0,1.0,1.0
ball06_indoor_2,168,3.605551275463989,0.15346245351121282,1.0,1.0,1.0,1.0
ball06_indoor_2,169,6.082762530298219,0.2588995664485485,1.0,1.0,1.0,1.0
ball06_indoor_2,170,7.0710678118654755,0.30096463271442303,1.0,1.0,1.0,1.0
ball06_indoor_2,171,11.180339887498949,0.47586686726680066,1.0,1.0,1.0,1.0
ball06_indoor_2,172,11.180339887498949,0.47586686726680066,1.0,1.0,1.0,1.0
ball06_indoor_2,173,5.656854249492381,0.24077170617153842,1.0,1.0,1.0,1.0
ball06_indoor_2,174,6.4031242374328485,0.2725350662187172,1.0,1.0,1.0,1.0
ball06_indoor_2,175,7.211102550927978,0.30692490702242564,1.0,1.0,1.0,1.0
ball06_indoor_2,176,10.295630140987,0.43821111978959004,1.0,1.0,1.0,1.0
ball06_indoor_2,177,24.73863375370596,1.0529461772445508,1.0,1.0,1.0,1.0
ball06_indoor_2,178,30.59411708155671,1.302172098423647,1.0,1.0,1.0,1.0
ball06_indoor_2,179,30.4138126514911,1.2944978322427425,1.0,1.0,1.0,1.0
ball06_indoor_2,180,30.805843601498726,1.31118377756542,1.0,1.0,1.0,1.0
ball06_indoor_2,181,26.30589287593181,1.1196531554038498,1.0,1.0,1.0,1.0
ball06_indoor_2,182,19.924858845171276,0.8480583108199133,1.0,1.0,1.0,1.0
ball06_indoor_2,183,19.6468827043885,0.8362268605580907,1.0,1.0,1.0,1.0
ball06_indoor_2,184,12.349089035228468,0.5256121345079744,0.9574271077563381,1.044465935734187,0.9583333333333334,0.9565217391304348
ball06_indoor_2,185,12.020815280171307,0.5343904214426417,0.9555330859059091,1.0465362369445672,0.9565217391304348,0.9545454545454546
ball06_indoor_2,186,7.0710678118654755,0.3289758474798845,1.0,1.0,1.0,1.0
ball06_indoor_2,187,7.0710678118654755,0.3289758474798845,1.0,1.0,1.0,1.0
ball06_indoor_2,188,4.123105625617661,0.1918242341221171,1.0,1.0,1.0,1.0
ball06_indoor_2,189,4.123105625617661,0.1918242341221171,1.0,1.0,1.0,1.0
ball06_indoor_2,190,7.810249675906654,0.36336570013504577,1.0,1.0,1.0,1.0
ball06_indoor_2,191,7.810249675906654,0.36336570013504577,1.0,1.0,1.0,1.0
ball06_indoor_2,192,15.231546211727817,0.708635662498369,1.0,1.0,1.0,1.0
ball06_indoor_2,193,14.866068747318506,0.6916321120039023,1.0,1.0,1.0,1.0
ball06_indoor_2,194,19.6468827043885,0.9140557069992153,1.0,1.0,1.0,1.0
ball06_indoor_2,195,20.615528128088304,0.9591211706105855,1.0,1.0,1.0,1.0
ball06_indoor_2,196,22.20360331117452,1.0330051147499548,1.0,1.0,1.0,1.0
ball06_indoor_2,197,12.529964086141668,0.5829466869507364,1.0,1.0,1.0,1.0
ball06_indoor_2,198,13.0,0.6048147367590061,1.0,1.0,1.0,1.0
ball06_indoor_2,199,9.0,0.41871789467931186,1.0,1.0,1.0,1.0
ball06_indoor_2,200,10.04987562112089,0.46756252909607565,1.0,1.0,1.0,1.0
ball06_indoor_2,201,6.670832032063167,0.31035519380275617,0.9534625892455924,1.0488088481701514,0.9545454545454546,0.9523809523809523
ball06_indoor_2,202,6.670832032063167,0.32550327333589285,0.9511897312113419,1.0513149660756935,0.9523809523809523,0.95
ball06_indoor_2,203,4.0,0.20519567041703082,1.0,1.0,1.0,1.0
ball06_indoor_2,204,5.0,0.25649458802128855,1.0,1.0,1.0,1.0
ball06_indoor_2,205,6.082762530298219,0.3120391338480345,1.0,1.0,1.0,1.0
ball06_indoor_2,206,6.324555320336759,0.32444284226152514,1.0,1.0,1.0,1.0
ball06_indoor_2,207,4.527692569068709,0.23226572803806558,0.9486832980505138,1.0540925533894598,0.95,0.9473684210526315
ball06_indoor_2,208,3.5355339059327378,0.19117977822546814,0.9459053029269173,1.0571882797418486,0.9473684210526315,0.9444444444444444
ball06_indoor_2,209,4.0,0.2286647801900118,1.0,1.0,1.0,1.0
ball06_indoor_2,210,3.0,0.17149858514250885,1.0,1.0,1.0,1.0
ball06_indoor_2,211,3.0,0.17149858514250885,1.0,1.0,1.0,1.0
ball06_indoor_2,212,2.23606797749979,0.12782749814122843,1.0,1.0,1.0,1.0
ball06_indoor_2,213,1.0,0.05716619504750295,1.0,1.0,1.0,1.0
ball06_indoor_2,214,2.0,0.1143323900950059,1.0,1.0,1.0,1.0
ball06_indoor_2,215,1.0,0.05716619504750295,1.0,1.0,1.0,1.0
ball06_indoor_2,216,1.4142135623730951,0.08084520834544433,1.0,1.0,1.0,1.0
ball06_indoor_2,217,1.4142135623730951,0.08084520834544433,1.0,1.0,1.0,1.0
ball06_indoor_2,218,2.8284271247461903,0.16169041669088866,1.0,1.0,1.0,1.0
ball06_indoor_2,219,4.0,0.2286647801900118,1.0,1.0,1.0,1.0
ball06_indoor_2,220,5.0,0.2858309752375147,1.0,1.0,1.0,1.0
ball06_indoor_2,221,5.0,0.2858309752375147,1.0,1.0,1.0,1.0
ball06_indoor_2,222,5.0,0.2858309752375147,1.0,1.0,1.0,1.0
ball06_indoor_2,223,10.0,0.5716619504750294,1.0,1.0,1.0,1.0
ball06_indoor_2,224,7.810249675906654,0.4464822563425765,1.0,1.0,1.0,1.0
ball06_indoor_2,225,7.211102550927978,0.4122312949338949,1.0,1.0,1.0,1.0
ball06_indoor_2,226,3.5355339059327378,0.20211302086361083,1.0571882797418488,1.0571882797418488,1.0555555555555556,1.0588235294117647
ball06_indoor_2,227,4.301162633521313,0.23258023830812022,1.0540925533894598,1.0540925533894598,1.0526315789473684,1.0555555555555556
ball06_indoor_2,228,1.5811388300841898,0.08111071056538129,0.9486832980505138,1.0540925533894598,0.95,0.9473684210526315
ball06_indoor_2,229,1.4142135623730951,0.07647191129018727,1.0,1.0,1.0,1.0
ball06_indoor_2,230,7.3824115301167,0.3991950965958861,1.0540925533894598,1.0540925533894598,1.0526315789473684,1.0555555555555556
ball06_indoor_2,231,7.762087348130012,0.3981866793087727,1.0760551736979407,1.0760551736979407,1.1,1.0526315789473684
ball06_indoor_2,232,14.142135623730951,0.6741998624632421,1.0,1.0,1.0,1.0
ball06_indoor_2,233,14.142135623730951,0.6741998624632421,1.0,1.0,1.0,1.0
ball06_indoor_2,234,21.095023109728988,1.0056657677198904,1.0,1.0,1.0,1.0
ball06_indoor_2,235,21.095023109728988,1.0056657677198904,1.0,1.0,1.0,1.0
ball06_indoor_2,236,19.6596032513375,0.9372348109780659,1.047724807727331,1.047724807727331,1.0454545454545454,1.05
ball06_indoor_2,237,20.05617112013158,0.9125873848512526,1.0690449676496976,1.0690449676496976,1.0434782608695652,1.0952380952380953
ball06_indoor_2,238,17.507141400011598,0.7451534225838368,0.9574271077563381,1.044465935734187,0.9583333333333334,0.9565217391304348
ball06_indoor_2,239,18.0,0.8001976040538967,1.0,1.0,1.0,1.0
ball06_indoor_2,240,9.055385138137417,0.402560971740157,1.0,1.0,1.0,1.0
ball06_indoor_2,241,6.324555320336759,0.28116077855776667,1.0,1.0,1.0,1.0
ball06_indoor_2,242,7.280109889280518,0.32364036059174167,1.0,1.0,1.0,1.0
ball06_indoor_2,243,3.0,0.1333662673423161,1.0,1.0,1.0,1.0
ball06_indoor_2,244,6.4031242374328485,0.2846535929585111,1.0,1.0,1.0,1.0
ball06_indoor_2,245,9.848857801796104,0.4378351342035983,1.0,1.0,1.0,1.0
ball06_indoor_2,246,38.897300677553446,1.7291959336856821,1.0,1.0,1.0,1.0
ball06_indoor_2,247,27.459060435491963,1.2207041316695455,1.0,1.0,1.0,1.0
ball06_indoor_2,248,27.459060435491963,1.2207041316695455,1.0,1.0,1.0,1.0
ball06_indoor_2,249,35.35533905932738,1.5717365336548288,1.0,1.0,1.0,1.0
ball06_indoor_2,250,34.36568055487916,1.5277408467608828,1.0,1.0,1.0,1.0
ball06_indoor_2,251,29.068883707497267,1.2922695052922593,1.0,1.0,1.0,1.0
ball06_indoor_2,252,29.068883707497267,1.2922695052922593,1.0,1.0,1.0,1.0
ball06_indoor_2,253,21.213203435596427,0.9430419201928972,1.0,1.0,1.0,1.0
ball06_indoor_2,254,21.37755832643195,0.950348386296293,1.0,1.0,1.0,1.0
ball06_indoor_2,255,14.142135623730951,0.6286946134619315,1.0,1.0,1.0,1.0
ball06_indoor_2,256,13.152946437965905,0.5847197903283085,1.0,1.0,1.0,1.0
ball06_indoor_2,257,7.0710678118654755,0.3143473067309657,1.0,1.0,1.0,1.0
ball06_indoor_2,258,6.324555320336759,0.28116077855776667,1.0,1.0,1.0,1.0
ball06_indoor_2,259,2.1213203435596424,0.09430419201928972,0.9555330859059091,1.0465362369445672,0.9565217391304348,0.9545454545454546
ball06_indoor_2,260,2.0,0.09304842103984709,1.0,1.0,1.0,1.0
ball06_indoor_2,261,3.605551275463989,0.16774542658006547,1.0,1.0,1.0,1.0
ball06_indoor_2,262,8.06225774829855,0.37509017674772643,1.0,1.0,1.0,1.0
ball06_indoor_2,263,9.486832980505138,0.4413674147523748,1.0,1.0,1.0,1.0
ball06_indoor_2,264,15.033296378372908,0.6994122455158254,1.0,1.0,1.0,1.0
ball06_indoor_2,265,15.132745950421556,0.7040390583419329,1.0,1.0,1.0,1.0
ball06_indoor_2,266,25.019992006393608,1.1640353753122605,1.0,1.0,1.0,1.0
ball06_indoor_2,267,25.079872407968907,1.1668212637211672,1.0,1.0,1.0,1.0
ball06_indoor_2,268,27.073972741361768,1.2595952074297865,1.0,1.0,1.0,1.0
ball06_indoor_2,269,28.071337695236398,1.3059968245090434,1.0,1.0,1.0,1.0
ball06_indoor_2,270,17.26267650163207,0.8031323956992676,1.0,1.0,1.0,1.0
ball06_indoor_2,271,17.26267650163207,0.8031323956992676,1.0,1.0,1.0,1.0
ball06_indoor_2,272,21.37755832643195,0.9945740239808644,1.0,1.0,1.0,1.0
ball06_indoor_2,273,22.360679774997898,1.040312973220599,1.0,1.0,1.0,1.0
ball06_indoor_2,274,23.769728648009426,1.1058678596214482,1.0930714500000422,1.0930714500000422,1.0909090909090908,1.0952380952380953
ball06_indoor_2,275,15.811388300841896,0.6729773775727069,0.7731921410338582,1.2933395813657265,0.9166666666666666,0.6521739130434783
ball06_indoor_2,276,4.031128874149275,0.22190634114964863,0.778498944161523,1.284523257866513,0.9090909090909091,0.6666666666666666
ball06_indoor_2,277,6.264982043070834,0.44300112866673375,1.224744871391589,1.224744871391589,1.0,1.5
ball06_indoor_2,278,16.492422502470642,0.9521904571390466,1.1832159566199232,1.1832159566199232,1.0,1.4
ball06_indoor_2,279,31.531730050855124,1.5385908828411485,1.0734900802433864,1.0734900802433864,1.1,1.0476190476190477
ball06_indoor_2,280,36.40054944640259,1.654570429381936,1.0,1.0,1.0,1.0
ball06_indoor_2,281,35.531676008879735,1.615076182221806,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.0454545454545454
ball06_indoor_2,282,27.54087870784082,1.1974295090365574,0.9565217391304348,1.0454545454545454,0.9565217391304348,0.9565217391304348
ball06_indoor_2,283,25.96150997149434,1.1800686350679246,1.0,1.0,1.0,1.0
ball06_indoor_2,284,22.847319317591726,1.0385145144359875,1.0,1.0,1.0,1.0
ball06_indoor_2,285,21.93171219946131,0.9968960090664232,1.0,1.0,1.0,1.0
ball06_indoor_2,286,16.1245154965971,0.7329325225725953,1.0,1.0,1.0,1.0
