sequence,frame,reference_frame,score,predicted_scale_factor,gt_scale_factor,current_iou,preceding_low_iou_frames
beautifullight01_indoor,505,447,0.7567758560180664,1.400144540602586,1.559268636675118,0.9356002627351021,0
book06_indoor,81,0,0.9118718504905701,1.3142286474723863,1.289787347538019,0.855765291419667,0
book06_indoor,127,100,0.7985251545906067,1.3484852548401514,1.2533774001320608,0.8432424382379812,0
book06_indoor,144,127,0.7815317511558533,1.2844978793799964,1.1883608843747493,0.9260583853452736,0
book06_indoor,163,150,0.8967872858047485,1.2745460465587193,1.353743477501442,0.8280220638114709,0
book06_indoor,177,163,0.9227735996246338,1.255066477512019,1.2249284225160955,0.9269990174015633,0
book06_indoor,219,200,0.7916664481163025,1.2961355483319594,1.1372155987329695,0.7598906980687433,0
book06_indoor,229,219,0.8124060034751892,1.2566310470349995,1.1116141252795482,0.8701154785375088,0
book06_indoor,237,229,0.9012095928192139,1.2681982961707556,1.2249807394479677,0.8314749655344363,0
book06_indoor,262,250,0.7751334309577942,1.3100480037186821,1.2678936932620068,0.8319034862306294,0
book06_indoor,272,262,0.7930298447608948,1.3750311143250467,1.418990940221449,0.9155582484320227,0
book06_indoor,278,272,0.7924660444259644,1.2857712892539166,1.3136777667659838,0.9066989505567694,0
book06_indoor,315,278,0.8052405118942261,1.2660365298515999,1.1832159566199232,0.904908423217105,0
book06_indoor,616,600,0.9108350872993469,1.2654312855886676,1.2433605117872664,0.8409494639874456,0
book06_indoor,673,616,0.9090669751167297,1.2969002332624566,1.2958458682234875,0.9666195719405177,0
book06_indoor,678,673,0.8476362824440002,1.2778833862631716,1.2854281704534676,0.9116188325620924,0
book06_indoor,706,678,0.7680613994598389,2.0566689760162427,1.9623318446829314,0.892368910875109,0
book06_indoor,736,706,0.9008016586303711,2.270632705126112,,,0
book06_indoor,838,800,0.7781892418861389,1.334805111117195,,,0
book06_indoor,896,850,0.7833989262580872,1.75897759282473,,,0
book06_indoor,981,950,0.7895155549049377,1.9811782866857797,1.7807605101163664,0.9203222791515239,0
book06_indoor,991,981,0.8558440208435059,1.3227666295915013,1.349562151545665,0.9368462660497474,0
book06_indoor,1002,1000,0.786749005317688,1.2875891555655872,1.4011645853082182,0.6090473203475452,0
book06_indoor,1007,1002,0.9161544442176819,1.3055623039828421,1.418142464204668,0.9447502993395231,0
book06_indoor,1078,1050,0.9235402345657349,1.2753938499460777,1.3120871000780914,0.9462963483760926,0
book06_indoor,1092,1078,0.884920060634613,1.2672273046654394,1.2591409362878714,0.8921240183214991,0
book06_indoor,1189,1150,0.7696111798286438,1.2763439140030999,1.1184924812804449,0.05891187534964587,1
book06_indoor,1268,1250,0.8845251798629761,1.8676151994149974,1.1091349901894485,0.9419676429310389,0
book06_indoor,1416,1350,0.7758911848068237,1.5140938704257192,1.5657627225176254,0.8319243280087555,0
book06_indoor,1552,1500,0.7567566633224487,1.3487174950695158,,,0
book06_indoor,1713,1552,0.8066564202308655,1.493802275797452,,0.8912698856185175,0
book06_indoor,1759,1750,0.9197261333465576,1.270398176935126,1.2455983106584367,0.9205325452917709,0
book06_indoor,1788,1759,0.860897958278656,1.254827133272075,1.2324347239660238,0.8896796969409135,0
book06_indoor,1809,1800,0.9069828391075134,1.2998411197285449,1.240462872120239,0.8502557699811308,0
book06_indoor,1847,1809,0.8839306831359863,1.2549849374499003,1.2310678089815195,0.8852852911989144,0
book06_indoor,1880,1850,0.8881348967552185,1.3869587200381812,1.311390568415808,0.8692276847392335,0
book06_indoor,1897,1880,0.8173214793205261,1.6112087047481034,1.5434872662825796,0.9471767898584633,0
book06_indoor,1921,1900,0.7766064405441284,1.3620596482983651,1.352055276259232,0.8530748006326143,0
book06_indoor,1966,1921,0.8334032297134399,1.26942667882532,1.2360927507305899,0.8973099388076967,0
car01_indoor,37,0,0.9351723790168762,1.2603162975479987,1.2544040065962425,0.9822765068306458,0
car01_indoor,53,50,0.8455837368965149,1.2630761004918407,1.2518803062095307,0.9295322585858817,0
car01_indoor,411,53,0.8277369141578674,1.7937425674337673,1.7159709938145524,0.9675653942641792,0
car01_indoor,432,411,0.8147966861724854,1.2636874567245702,1.244500095542334,0.9752322775815131,0
car01_indoor,445,432,0.9337374567985535,1.2726461067595627,1.2690402125828601,0.9595921356070257,0
car01_indoor,457,450,0.7913485169410706,1.2653606317996475,1.269162877953185,0.9584308471768067,0
car01_indoor,482,457,0.8513164520263672,1.2550409402616258,1.2051824711355514,0.9015224493581707,0
car01_indoor,528,500,0.8982154726982117,1.3952425198331968,1.408162704071699,0.9458194824146515,0
car01_indoor,531,528,0.8604802489280701,1.3206200292563013,1.3305775926728889,0.9316286989034388,0
car01_indoor,535,531,0.7647724747657776,1.3360174280017634,1.3023464833802982,0.9123505614108187,0
car01_indoor,543,535,0.8357212543487549,1.4744519687442237,1.4454303013066463,0.9327131071244353,0
car01_indoor,549,543,0.7802481055259705,1.3192014136899834,1.3034918139715757,0.9579498646677134,0
car01_indoor,557,550,0.805457353591919,1.4057577288220051,1.2541135550251725,0.8288331604015353,0
car01_indoor,582,557,0.8954032063484192,1.300866920765233,1.170805926212339,0.9490545934776959,0
car01_indoor,597,582,0.852238655090332,1.3951270618202993,1.3581086598528829,0.9255484356577187,0
car01_indoor,622,600,0.7724266052246094,1.2563544832166136,1.2497811518205986,0.9410078175382818,0
car01_indoor,630,622,0.8308289051055908,1.2864279171273172,1.2458841010114396,0.969000744466705,0
car01_indoor,761,700,0.8251199126243591,1.2506786996516017,1.2803240967178893,0.9111333474245634,0
car01_indoor,777,761,0.7984187602996826,1.2701119950932036,1.2966639052255156,0.9739559840740973,0
car01_indoor,1466,800,0.7729400992393494,1.2558479910958897,1.2604245121144368,0.9838352885367596,0
car01_indoor,1482,1466,0.8892809152603149,1.269358193729667,1.3405278532627116,0.8978528228245255,0
car02_indoor,27,0,0.9602140784263611,1.2551683352004257,1.2933665121943974,0.923325161307387,0
car02_indoor,49,27,0.7873509526252747,1.2941364698439566,1.3020761494054696,0.9525977366221509,0
car02_indoor,58,50,0.9274803996086121,1.2814852437101107,1.3041066524184257,0.9766752217904371,0
car02_indoor,61,58,0.7593688368797302,1.424809369054774,1.4311508554601564,0.9110338752844412,0
car02_indoor,78,61,0.8187952041625977,2.090223178388413,1.8822016169447067,0.8171238807994758,0
car02_indoor,85,78,0.7561642527580261,2.3556751564555753,2.09716084831216,0.9412025832012282,0
car02_indoor,88,85,0.8058117032051086,1.312814229273629,1.3382263161373769,0.9692492745798182,0
car02_indoor,99,88,0.9043121933937073,1.300834337270313,1.3086252328302401,0.9566031182291209,0
car02_indoor,160,100,0.7640034556388855,3.1281733885640817,3.0563043318004794,0.8842754144446184,0
car02_indoor,163,160,0.7681499123573303,1.308675888948762,1.3190905958272918,0.807202710702927,0
car02_indoor,169,163,0.8122139573097229,1.3920148860177182,1.3552367566837416,0.8860089519195858,0
car02_indoor,172,169,0.8210563659667969,1.3089042619062052,1.3804441800743956,0.9014528586537804,0
car02_indoor,175,172,0.8818498849868774,1.2742278267639597,1.218117204463316,0.9662720890448906,0
car02_indoor,179,175,0.8858551383018494,1.2783560024523295,1.2875926129184283,0.9087084179277044,0
car02_indoor,192,179,0.8207291960716248,1.4322735227801913,1.427700082696784,0.9583954974140776,0
car02_indoor,196,192,0.8930453062057495,1.331929756127226,1.3287563965483702,0.9346361303117843,0
car02_indoor,198,196,0.8272086977958679,1.2504889174244125,1.2577610523153773,0.9298049124387058,0
car02_indoor,525,500,0.782088041305542,1.3137103334971942,1.293365423090883,0.9449755882961501,0
car02_indoor,534,525,0.8455780148506165,1.2655159828272637,1.267731382092775,0.9494679823744068,0
car02_indoor,543,534,0.8591675758361816,1.2651822832165636,1.3123346456686351,0.8885985149954687,0
car02_indoor,660,543,0.818942666053772,1.4667114284244807,1.5126839003341805,0.9346247653460101,0
colacan01_indoor,187,150,0.8952306509017944,1.2857330551736603,1.358453067589052,0.8908079970957972,0
colacan01_indoor,212,187,0.842323362827301,1.2895255470912286,1.3674794331177342,0.8349632243895941,0
colacan01_indoor,219,212,0.7824533581733704,1.3484391589123161,1.378404875209022,0.9656029619889108,0
colacan01_indoor,233,219,0.86164790391922,1.2589109720972333,1.2167659925061518,0.8737978280547133,0
colacan01_indoor,491,250,0.7582834362983704,1.272004578609988,1.031522859110255,0.0,106
colacan01_indoor,607,491,0.7523253560066223,1.3653610229209308,1.5423703349066333,0.0,2
colacan01_indoor,1246,607,0.7735260725021362,1.3578712755742381,2.3962861890851017,0.0,641
colacan01_indoor,1282,1246,0.7590664029121399,1.6566551558637865,1.6685595311797867,0.0,9
colacan01_indoor,1378,1282,0.7557690739631653,1.4963944638584021,1.4301938838683885,0.6834556028371769,0
colacan01_indoor,1385,1378,0.7630075216293335,1.4078049877041097,1.3124359177794211,0.7848886130438056,0
colacan01_indoor,1402,1385,0.846444845199585,1.6943320784480211,1.7037345226777425,0.8877422172296056,0
colacan01_indoor,1413,1402,0.7831119298934937,1.452495471586345,1.4342743312012722,0.891438339742429,0
colacan01_indoor,1432,1413,0.7973531484603882,1.7468064856363679,1.7554149029450221,0.842336447580797,0
colacan01_indoor,1455,1432,0.7971552014350891,1.3344992277131593,1.2830005981991683,0.8040371765948336,0
colacan01_indoor,1474,1455,0.7672146558761597,1.4645834389301915,1.3245323570650438,0.7283131742600861,0
colacan01_indoor,1498,1474,0.7755253314971924,1.6432180238949106,1.5491933384829668,0.9217720504202879,0
colacan01_indoor,1508,1500,0.8101378679275513,1.3143473880058083,1.3024701806293193,0.8671967006103887,0
colacan01_indoor,1529,1508,0.8500782251358032,1.2968734117653047,1.3047532151257388,0.9215717486965287,0
colacan01_indoor,1548,1529,0.7991961240768433,1.3231277935152206,1.5138251770487459,0.7997802095624957,0
colacan01_indoor,1567,1550,0.905856728553772,1.3205604058777576,1.3226411654736363,0.8730531990313529,0
colacan01_indoor,1610,1567,0.7757262587547302,1.269661908269924,1.2447692755890745,0.877649598734356,0
colacan01_indoor,1638,1610,0.8228228092193604,1.4914498511386474,1.4074631010979937,0.8822486813897955,0
colacan01_indoor,1654,1638,0.7959640026092529,1.4705377263463726,1.3516756367660945,0.8084667501070208,0
colacan01_indoor,1686,1654,0.8299260139465332,1.497638063322111,1.3832980566434385,0.9160547354375536,0
colacan01_indoor,1725,1686,0.7700219750404358,1.7457757231751998,1.5994579027457478,0.7729330881756478,0
colacan01_indoor,1938,1725,0.756830096244812,1.973516168972649,1.8133301450633537,0.9328499732060189,0
colacan01_indoor,1985,1938,0.7567500472068787,1.328177900826641,1.3023743461686612,0.9331434036183632,0
colacan01_indoor,1992,1985,0.8705641627311707,1.261243652531085,1.1803769912895217,0.7862364370263588,0
colacan01_indoor,2016,1992,0.7634935975074768,2.2152354664050304,1.8318788230793788,0.6915775853507261,0
colacan01_indoor,2242,2016,0.7742447853088379,1.2579057303948684,,,0
colacan01_indoor,2536,2242,0.7566131353378296,1.3683511374361568,,0.0,180
colacan01_indoor,2634,2536,0.8083349466323853,1.2592794025404297,1.021069252099199,0.0,278
colacan01_indoor,2698,2634,0.7514994740486145,1.329303713192049,1.2986260094871307,0.0,342
colacan04_indoor,13,0,0.9232069253921509,1.255698165835562,1.261512640211798,0.9020094011096549,0
colacan04_indoor,33,13,0.9205367565155029,1.3036785183025292,1.288209128449527,0.9601760310077088,0
colacan04_indoor,49,33,0.8773096799850464,1.3073416265597335,1.2782029638916539,0.9374996520485298,0
colacan04_indoor,57,50,0.7631765007972717,1.5153608487105,1.589185390091928,0.9233940727693147,0
colacan04_indoor,66,57,0.8700973391532898,1.7185518065376184,1.78314100304342,0.9539548698677852,0
colacan04_indoor,95,66,0.7652149796485901,1.3398254483239516,1.4238419714496686,0.7924796792279635,0
colacan04_indoor,133,95,0.7584511041641235,1.5863365187663392,1.59700435245389,0.9407334553696638,0
colacan04_indoor,245,133,0.7741183042526245,1.4926585610116456,1.0423408756777446,0.0,13
colacan04_indoor,279,250,0.8214293718338013,1.2687173075437497,,,0
colacan04_indoor,332,300,0.8794524669647217,1.2594254086752823,,,0
colacan04_indoor,380,350,0.8019561767578125,1.2616953225139234,1.341062866685638,0.0,37
colacan04_indoor,617,380,0.851430356502533,1.2561776119546473,1.9305451864644692,0.0,7
colacan04_indoor,663,650,0.7920315265655518,1.2658319075464939,,,0
colacan04_indoor,686,663,0.7950451970100403,1.2540472528860969,,,0
container01_indoor,127,100,0.9156789779663086,1.3095313514403253,1.2695998155047556,0.8672802201366695,0
container01_indoor,134,127,0.9574728608131409,1.2646332421190474,1.2078284470578278,0.9372434025434125,0
container01_indoor,220,200,0.9568493366241455,1.2588025781569,1.3129882801983512,0.9314836701849476,0
container01_indoor,309,300,0.946150004863739,1.263699662695023,1.268677404377409,0.943418038840509,0
container01_indoor,316,309,0.9502860903739929,1.3204891294795091,1.3299413198760066,0.9888165530343885,0
container01_indoor,341,316,0.9502814412117004,1.2505231184633339,1.296035771509041,0.9351485405995387,0
container01_indoor,472,450,0.7932018041610718,1.3447876431313492,,,0
container01_indoor,530,500,0.9432550072669983,1.2538831257769536,,0.9208650702535951,0
container01_indoor,541,530,0.9161515831947327,1.3760107078713126,1.2749872223130754,0.9165518901387663,0
container01_indoor,594,550,0.7501375079154968,1.2974227357547594,1.3809696330503676,0.9112028895806047,0
container01_indoor,616,600,0.7860581278800964,1.3075902127139918,,,0
container01_indoor,657,650,0.9457597732543945,1.2877154706140688,1.3098159090565802,0.9066461042564231,0
container01_indoor,742,700,0.8352842330932617,1.3357825337278282,1.3290294683456392,0.8872583180874694,0
container01_indoor,744,742,0.8315174579620361,1.250314501605817,1.2276368349726072,0.8265160218073067,0
container01_indoor,746,744,0.8175953030586243,1.2714727156178132,1.2469243825826075,0.8831662121157271,0
container01_indoor,760,746,0.8285409212112427,2.1361592586494744,,,0
cup08_indoor,12,0,0.791940450668335,1.265259114425531,1.2338651825661573,0.8683004973900239,0
cup08_indoor,179,100,0.765445351600647,1.4892247664887108,1.474895104074334,0.9527696265670327,0
cup08_indoor,199,179,0.8915075063705444,1.3717092044814456,1.3678332288460768,0.921647426642782,0
cup08_indoor,265,200,0.780976414680481,1.2725042214656812,1.244533501503128,0.8768206352420347,0
cup08_indoor,513,500,0.7886478304862976,1.3422513866902557,1.3731164977556232,0.8731961944843094,0
cup08_indoor,546,513,0.8383883833885193,1.2972908517974955,1.3249218681327388,0.8416131561399157,0
cup08_indoor,624,546,0.7627779841423035,1.2602213953924521,1.3062730213662097,0.8886393959897725,0
cup08_indoor,696,650,0.769033670425415,1.273316351400044,1.4995308834912637,0.7753085056273463,0
cup08_indoor,721,700,0.807044267654419,1.4098016111030311,1.4629666753595822,0.7613736818607699,0
cup08_indoor,1243,1200,0.890816330909729,1.3067021155855558,1.278520779891897,0.9675156156644816,0
cup08_indoor,1328,1300,0.8229387402534485,1.2602634976343163,1.327367606168224,0.8899080093821613,0
cup08_indoor,1344,1328,0.9018333554267883,1.2520049190734195,1.3273676061682242,0.9197906623349145,0
cup08_indoor,1426,1350,0.7901645302772522,1.349795363184803,1.283119790353339,0.8515838413118878,0
cup10_indoor,323,250,0.7800010442733765,1.2885519607346585,1.3159304435762658,0.9074286380931567,0
cup10_indoor,333,323,0.8469814658164978,1.3752129550335834,1.3546425325440818,0.9396896004717905,0
cup10_indoor,394,350,0.8569314479827881,1.497081279039129,1.4611188935376311,0.8737318285484511,0
cup10_indoor,427,400,0.8077402710914612,1.7240653403138568,1.5071259308460496,0.8177267054173418,0
cup10_indoor,439,427,0.8184497356414795,1.679737863458593,1.7505101297295353,0.8860230642391639,0
cup10_indoor,452,439,0.792874813079834,1.5829203221089578,1.0257750495183884,0.4435782522353921,0
